alter,konsumhaeufigkeit,situation_freunde_familie,situation_party,situation_zuhause_essen,situation_zuhause_entspannung,situation_oeffentliche_veranstaltungen,situation_gastro,situation_urlaub,involvement_interesse,involvement_rolle,involvement_spass,involvement_wichtigkeit,involvement_vorteilhaft,involvement_unverzichtbar,gesundheit_wichtig,umweltfreundlich_wichtig,neue_produkte_probie,bio_mehrpreis_bereit,tierfrei_wichtig,alkoholverzicht_wichtig,einfluss_geschmack,einfluss_geruch,einfluss_preis,einfluss_markenbekanntheit,einfluss_nachhaltigkeit,einfluss_herkunft,einfluss_verpackungsdesign,einfluss_verpackungsform,einfluss_aktionsangebote,einfluss_alkoholgehalt,einfluss_empfehlung,einfluss_verfuegbarkeit,praef_sorte_alkoholfrei,praef_sorte_weizen,praef_sorte_koelsch,praef_sorte_altbier,praef_sorte_pale_ale,praef_sorte_stout,praef_sorte_maerzen_export,praef_sorte_radler,praef_sorte_pils,praef_sorte_bock_schwarzrauchbier,praef_sorte_helles_lager,praef_sorte_craft_beer,praef_alkoholfrei_0,praef_alkoholfrei_0_5,praef_bier_alkohol,geschmack_rauchig,geschmack_hopfig,geschmack_suesslich_malzig,geschmack_fruchtig,geschmack_kraeuter,geschmack_gewuerze,geschmack_bitter,geschmack_saeuerlich,geschmack_zitrus,geschlecht_divers,geschlecht_maennlich,geschlecht_unbekannt,geschlecht_weiblich,beruf_1,beruf_2,beruf_3,beruf_4,beruf_5,beruf_7,beruf_8,beruf_9
7.0,3,3.0,3.0,2.0,1.0,2.0,3.0,3.0,5.0,2.0,5.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,5.0,4.0,4.0,3.0,2.0,3.0,1.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,5.0,1.0,2.0,1.0,5.0,3.0,3.0,5.0,3.0,2.0,1.0,2.0,2.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0
10.0,3,2.0,3.0,2.0,1.0,2.0,3.0,3.0,4.0,1.0,3.0,3.0,1.0,2.0,3.0,4.0,2.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,5.0,2.0,4.0,4.0,1.0,1.0,5.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0
7.0,2,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,5.0,2.0,5.0,2.0,4.0,3.0,2.0,3.0,1.0,4.0,5.0,3.0,3.0,1.0,1.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,3.0,3.0,1.0,4.0,1.0,1.0,3.0,5.0,2.0,4.0,5.0,1.0,2.0,3.0,1.0,1.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0
2.0,3,3.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,5.0,3.0,3.0,3.0,2.0,4.0,3.0,1.0,3.0,4.0,1.0,5.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,4.0,1.0,1.0,1.0,2.0,5.0,2.0,2.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,3.0,0,1,1,0,0,0,0,0,0,0,1,0
7.0,4,2.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,1.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,1.0,3.0,3.0,5.0,2.0,3.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,5.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,4.0,0,1,0,1,0,0,1,0,0,0,0,0
11.0,3,3.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,5.0,1.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,5.0,4.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,5.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0
2.0,3,3.0,2.0,2.0,1.0,2.0,3.0,3.0,4.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,3.0,3.0,4.0,2.0,5.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,0,0,0,1,0,0,1,0,0,0,0,0
4.0,3,2.0,3.0,1.0,1.0,2.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,2.0,1.0,4.0,4.0,5.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,4.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,0,0,0,0,0,0,1,0,0,1,0,0
5.0,3,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,1.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,4.0,1.0,3.0,2.0,3.0,2.0,2.0,5.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,5.0,1.0,2.0,2.0,1.0,2.0,0,1,0,0,0,0,1,0,0,0,0,0
7.0,3,3.0,3.0,2.0,1.0,2.0,3.0,2.0,4.0,2.0,4.0,5.0,1.0,2.0,5.0,1.0,3.0,3.0,1.0,2.0,5.0,3.0,4.0,2.0,2.0,1.0,4.0,3.0,4.0,3.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,4.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,1.0,3.0,2.0,3.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0
2.0,2,3.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,4.0,5.0,1.0,4.0,1.0,4.0,1.0,4.0,3.0,4.0,1.0,5.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,4.0,1.0,4.0,5.0,3.0,1.0,4.0,2.0,1.0,3.0,3.0,2.0,4.0,3.0,3.0,1.0,2.0,2.0,1.0,4.0,0,0,0,0,1,0,1,0,0,0,0,0
7.0,3,2.0,3.0,2.0,1.0,2.0,3.0,3.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,5.0,3.0,4.0,2.0,3.0,4.0,3.0,1.0,3.0,2.0,4.0,4.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,1.0,3.0,2.0,1.0,2.0,0,1,0,0,0,0,1,0,1,0,0,1
4.0,5,3.0,3.0,1.0,1.0,3.0,3.0,3.0,4.0,2.0,3.0,5.0,3.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,5.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,4.0,3.0,4.0,3.0,3.0,5.0,2.0,1.0,1.0,1.0,0,0,0,1,1,0,1,0,0,0,0,0
7.0,3,2.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,2.0,2.0,5.0,3.0,4.0,2.0,3.0,1.0,3.0,5.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,4.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,4.0,1.0,1.0,3.0,1.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0
12.0,2,2.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,5.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,3.0,4.0,2.0,4.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,0,1,0,0,1,0,1,0,0,0,0,0
14.0,3,3.0,3.0,1.0,1.0,3.0,3.0,3.0,4.0,1.0,3.0,4.0,4.0,2.0,3.0,1.0,5.0,1.0,4.0,2.0,5.0,5.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,5.0,4.0,1.0,1.0,4.0,3.0,4.0,1.0,4.0,3.0,1.0,3.0,3.0,2.0,1.0,4.0,3.0,1.0,3.0,1.0,1.0,4.0,0,1,0,0,0,0,1,0,0,0,0,0
6.0,3,2.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,4.0,4.0,4.0,2.0,4.0,1.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,3.0,5.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0
12.0,3,3.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,5.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,5.0,2.0,3.0,2.0,1.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0
4.0,3,3.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,5.0,2.0,4.0,5.0,3.0,2.0,4.0,2.0,1.0,2.0,5.0,3.0,4.0,2.0,3.0,1.0,2.0,2.0,4.0,3.0,2.0,4.0,5.0,3.0,2.0,1.0,1.0,2.0,4.0,3.0,3.0,1.0,4.0,3.0,5.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,5.0,0,1,0,0,0,0,1,1,0,0,0,0
7.0,5,3.0,3.0,2.0,1.0,2.0,3.0,3.0,5.0,2.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,4.0,2.0,2.0,5.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,1.0,3.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,3.0,5.0,5.0,1.0,3.0,2.0,4.0,1.0,2.0,1.0,2.0,3.0,0,0,0,1,0,0,0,0,1,0,0,0
9.0,2,3.0,3.0,2.0,1.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,3.0,3.0,1.0,5.0,5.0,1.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,5.0,1.0,2.0,4.0,3.0,1.0,2.0,1.0,1.0,2.0,4.0,4.0,1.0,2.0,2.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0
7.0,2,2.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,5.0,3.0,3.0,4.0,2.0,2.0,5.0,2.0,5.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,5.0,2.0,1.0,4.0,1.0,2.0,2.0,4.0,2.0,3.0,3.0,2.0,1.0,3.0,4.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
7.0,2,2.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,5.0,5.0,1.0,3.0,1.0,3.0,2.0,3.0,4.0,3.0,1.0,5.0,4.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,4.0,1.0,3.0,1.0,1.0,3.0,0,0,0,1,0,0,1,0,0,0,0,0
9.0,3,2.0,3.0,2.0,1.0,2.0,1.0,3.0,4.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,5.0,4.0,3.0,2.0,1.0,3.0,3.0,1.0,4.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,0,1,0,1,1,0,1,0,0,0,0,0
9.0,2,2.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,2.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,5.0,1.0,3.0,4.0,3.0,5.0,4.0,2.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0
4.0,4,3.0,3.0,1.0,1.0,2.0,3.0,1.0,4.0,4.0,5.0,4.0,1.0,3.0,5.0,1.0,4.0,1.0,2.0,2.0,5.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,1.0,1.0,2.0,5.0,4.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,5.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2,3.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,1.0,5.0,3.0,3.0,1.0,4.0,1.0,5.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,4.0,3.0,5.0,3.0,1.0,5.0,1.0,2.0,3.0,5.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0
8.0,3,2.0,3.0,1.0,2.0,2.0,1.0,3.0,5.0,3.0,3.0,1.0,2.0,1.0,5.0,4.0,1.0,4.0,5.0,1.0,5.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,5.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,4.0,4.0,2.0,4.0,2.0,3.0,2.0,4.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,5.0,0,1,0,0,0,0,0,0,0,0,0,0
6.0,3,2.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,5.0,4.0,1.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,2.0,4.0,2.0,3.0,2.0,4.0,1.0,4.0,4.0,2.0,1.0,1.0,2.0,0,1,0,0,0,0,1,0,0,0,0,0
11.0,2,3.0,2.0,2.0,1.0,1.0,3.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,5.0,4.0,3.0,3.0,1.0,2.0,5.0,3.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,5.0,1.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0
6.0,2,3.0,3.0,2.0,1.0,3.0,3.0,1.0,4.0,3.0,2.0,4.0,2.0,1.0,4.0,2.0,4.0,4.0,1.0,2.0,5.0,2.0,5.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,5.0,2.0,3.0,5.0,1.0,2.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,1.0,2.0,5.0,1.0,2.0,0,0,0,1,0,0,0,0,0,1,0,0
9.0,1,2.0,3.0,1.0,1.0,2.0,3.0,3.0,4.0,5.0,5.0,5.0,2.0,2.0,3.0,4.0,4.0,1.0,1.0,4.0,5.0,2.0,5.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,4.0,1.0,3.0,3.0,1.0,3.0,0,1,1,1,0,0,0,0,0,0,0,0
5.0,3,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,2.0,4.0,1.0,3.0,5.0,2.0,2.0,4.0,4.0,4.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,4.0,1.0,1.0,2.0,2.0,5.0,0,0,0,0,1,1,1,0,0,0,0,0
6.0,3,3.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,5.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,5.0,5.0,4.0,3.0,2.0,2.0,5.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,4.0,3.0,3.0,1.0,5.0,1.0,1.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,1.0,2.0,1.0,3.0,0,1,0,0,1,0,0,0,0,0,0,0
3.0,3,3.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,1.0,2.0,1.0,5.0,4.0,4.0,2.0,2.0,4.0,3.0,4.0,5.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,1.0,4.0,1.0,5.0,2.0,5.0,2.0,3.0,3.0,4.0,2.0,4.0,1.0,2.0,3.0,0,1,0,1,0,0,0,0,0,0,0,0
11.0,4,3.0,3.0,2.0,1.0,2.0,2.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,5.0,3.0,5.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,4.0,2.0,1.0,5.0,1.0,1.0,2.0,4.0,2.0,3.0,1.0,5.0,3.0,3.0,2.0,1.0,3.0,0,0,0,1,1,0,0,1,0,0,0,0
7.0,2,3.0,3.0,2.0,1.0,3.0,3.0,1.0,5.0,1.0,3.0,1.0,2.0,3.0,3.0,4.0,4.0,4.0,5.0,2.0,4.0,2.0,2.0,2.0,1.0,3.0,2.0,5.0,4.0,2.0,5.0,2.0,2.0,5.0,1.0,1.0,3.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,4.0,1.0,2.0,4.0,1.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0
6.0,3,2.0,3.0,1.0,1.0,2.0,2.0,2.0,4.0,5.0,5.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,4.0,4.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,4.0,5.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,4.0,2.0,1.0,3.0,1.0,2.0,2.0,5.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,0,0,1,0,0,0,1,0,0,0,0,1
3.0,3,3.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,5.0,2.0,3.0,1.0,2.0,2.0,4.0,3.0,1.0,2.0,5.0,4.0,5.0,2.0,2.0,3.0,5.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,5.0,1.0,3.0,1.0,4.0,1.0,1.0,2.0,5.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,0,0,0,1,1,0,1,0,0,0,0,0
4.0,5,3.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,3.0,1.0,4.0,3.0,3.0,4.0,2.0,3.0,5.0,5.0,2.0,2.0,1.0,3.0,2.0,5.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,3.0,4.0,1.0,3.0,3.0,1.0,3.0,0,1,0,0,1,0,0,0,0,0,0,0
7.0,4,2.0,3.0,1.0,1.0,2.0,3.0,2.0,5.0,1.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,5.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,1.0,3.0,3.0,2.0,1.0,4.0,1.0,1.0,5.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,1.0,1.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0
9.0,2,2.0,3.0,2.0,1.0,2.0,2.0,1.0,5.0,2.0,5.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,1.0,2.0,5.0,5.0,5.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,1.0,4.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,4.0,5.0,3.0,2.0,3.0,3.0,4.0,1.0,2.0,3.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1
3.0,2,2.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
8.0,4,2.0,3.0,1.0,1.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,1.0,2.0,3.0,2.0,2.0,4.0,3.0,1.0,5.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,5.0,2.0,4.0,1.0,1.0,3.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,3.0,1.0,1.0,1.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0
15.0,3,3.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,4.0,1.0,3.0,2.0,5.0,4.0,3.0,5.0,4.0,4.0,2.0,1.0,5.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,5.0,2.0,1.0,1.0,4.0,2.0,4.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0
7.0,5,3.0,3.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,4.0,1.0,3.0,5.0,3.0,5.0,4.0,4.0,2.0,2.0,5.0,4.0,4.0,3.0,2.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,4.0,5.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,4.0,2.0,3.0,1.0,2.0,1.0,1.0,4.0,0,0,0,1,1,0,0,0,0,0,0,0
7.0,5,3.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,4.0,2.0,5.0,5.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,5.0,1.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,0,0,0,1,1,0,0,0,0,0,0,0
12.0,2,2.0,3.0,1.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,2.0,1.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,5.0,2.0,3.0,3.0,3.0,5.0,1.0,2.0,4.0,5.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,0,1,0,0,0,0,1,0,0,0,0,0
7.0,3,3.0,3.0,2.0,1.0,2.0,2.0,3.0,4.0,3.0,1.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,1.0,5.0,2.0,4.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,3.0,2.0,5.0,2.0,1.0,4.0,2.0,4.0,2.0,3.0,1.0,4.0,0,1,0,1,0,0,1,1,0,0,0,0
2.0,2,3.0,3.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,5.0,4.0,1.0,4.0,4.0,4.0,1.0,3.0,2.0,2.0,5.0,4.0,4.0,2.0,2.0,1.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,5.0,2.0,4.0,2.0,4.0,1.0,1.0,5.0,5.0,1.0,3.0,4.0,5.0,2.0,1.0,1.0,1.0,4.0,0,0,0,1,0,0,1,0,0,0,0,1
5.0,3,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,5.0,2.0,1.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,1.0,2.0,3.0,5.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,5.0,5.0,1.0,1.0,4.0,3.0,4.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,4.0,4.0,3.0,2.0,2.0,1.0,2.0,5.0,0,1,0,1,0,0,0,1,0,0,0,0
2.0,3,3.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,2.0,3.0,4.0,2.0,1.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,4.0,1.0,4.0,1.0,2.0,1.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,0,0,0,0,1,0,1,0,1,0,0,0
8.0,3,3.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,4.0,1.0,1.0,5.0,4.0,2.0,4.0,4.0,2.0,2.0,5.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,5.0,2.0,3.0,3.0,4.0,2.0,2.0,1.0,3.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0
