geschlecht,alter,bundesland,beruf,konsumhaeufigkeit,situation_freunde_familie,situation_party,situation_zuhause_essen,situation_zuhause_entspannung,situation_oeffentliche_veranstaltungen,situation_gastro,situation_urlaub,involvement_interesse,involvement_rolle,involvement_spass,involvement_wichtigkeit,involvement_vorteilhaft,involvement_unverzichtbar,gesundheit_wichtig,umweltfreundlich_wichtig,neue_produkte_probie,bio_mehrpreis_bereit,tierfrei_wichtig,alkoholverzicht_wichtig,einfluss_geschmack,einfluss_geruch,einfluss_preis,einfluss_markenbekanntheit,einfluss_nachhaltigkeit,einfluss_herkunft,einfluss_verpackungsdesign,einfluss_verpackungsform,einfluss_aktionsangebote,einfluss_alkoholgehalt,einfluss_empfehlung,einfluss_verfuegbarkeit,praef_sorte_alkoholfrei,praef_sorte_weizen,praef_sorte_koelsch,praef_sorte_altbier,praef_sorte_pale_ale,praef_sorte_stout,praef_sorte_maerzen_export,praef_sorte_radler,praef_sorte_pils,praef_sorte_bock_schwarzrauchbier,praef_sorte_helles_lager,praef_sorte_craft_beer,praef_alkoholfrei_0,praef_alkoholfrei_0_5,praef_bier_alkohol,geschmack_rauchig,geschmack_hopfig,geschmack_suesslich_malzig,geschmack_fruchtig,geschmack_kraeuter,geschmack_gewuerze,geschmack_bitter,geschmack_saeuerlich,geschmack_zitrus,quality_score,rule_violations,violation_details,quality_summary
weiblich,2006,keine Angabe,Studentin / Student,mehrmals im Monat,2,3,1,1,3,3,2,3,1,3,4,1,1,5,4,4,2,1,2,5,4,4,2,4,3,2,3,4,1,3,4,3,2,1,1,2,3,1,4,5,2,5,1,1,3,5,2,1,2,2,1,1,3,2,3,90,"[""rule_001"", ""rule_007"", ""rule_008""]","{""rule_001"": ""The age is 2006, which indicates the individual is under the typical school age, but the occupation is 'Studentin / Student'."", ""rule_007"": ""The importance of health is rated 5, but the importance of alcohol avoidance is rated only 2, which is inconsistent."", ""rule_008"": ""The preference for alcohol-free beer is rated 3, while the preference for alcoholic beer is rated 5, indicating a conflict.""}","The data row contains several inconsistencies regarding age, health importance, and beverage preferences."
weiblich,2006,Baden-Württemberg,Studentin / Student,seltener als einmal pro Monat,3,3,1,1,1,3,1,5,2,3,3,5,3,4,1,5,5,3,1,5,4,5,1,2,2,4,2,4,2,3,4,1,3,3,2,5,3,1,5,4,2,3,2,2,1,4,2,4,3,5,1,3,1,4,3,90,"[""rule_001"", ""rule_003""]","{""rule_001"": ""The age is 2006, which indicates the individual is under the typical school age, but the occupation is 'Studentin / Student', which is inconsistent."", ""rule_003"": ""The occupation is 'Studentin / Student', but the gender is 'weiblich', which is consistent. However, the rule checks for 'unbekannt' gender, which is not applicable here, so this rule is not violated.""}","The data quality is mostly good, but there are inconsistencies between age and occupation."
maennlich,2003,Baden-Württemberg,keine Angabe,mehrmals im Monat,2,3,1,2,2,3,3,2,2,3,1,1,3,3,2,2,4,5,1,4,3,3,5,3,2,3,3,4,1,2,3,1,1,1,5,2,1,3,3,3,1,5,1,3,3,5,2,1,1,4,1,2,3,2,3,100,[],{},The data row meets all plausibility rules without any violations.
unbekannt,2000,Baden-Württemberg,Studentin / Student,mehrmals im Monat,3,3,1,2,3,3,2,1,4,1,3,3,3,1,2,3,3,1,1,5,4,3,3,2,5,2,2,4,3,5,3,2,4,1,1,1,2,1,1,3,2,5,3,3,1,3,1,2,3,3,2,3,3,2,3,80,"[""rule_003""]","{""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'unbekannt'.""}",The data row has one violation related to gender and occupation consistency.
maennlich,2004,keine Angabe,Studentin / Student,mehrmals pro Woche,2,2,2,3,2,3,2,3,3,4,5,2,1,5,3,4,1,1,3,5,4,2,3,3,3,2,3,5,2,3,5,2,2,4,1,1,2,4,2,3,3,5,1,1,5,4,2,2,1,4,1,2,3,4,1,90,"[""rule_001"", ""rule_003""]","{""rule_001"": ""The age is 2004, which indicates the person is 19 years old. However, the occupation 'Studentin / Student' is typically associated with individuals who are younger than this age, thus violating the age and occupation consistency rule."", ""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'maennlich', as it should not have a gender of 'unbekannt'.""}",The data quality is mostly acceptable but has inconsistencies regarding age and occupation as well as gender and occupation.
maennlich,1997,Baden-Württemberg,Angestellte / Angestellter,mehrmals pro Woche,2,1,2,1,3,3,2,2,3,5,3,1,5,3,4,5,3,2,3,5,3,5,3,1,1,2,3,1,5,3,5,2,4,1,1,2,1,3,1,3,4,4,1,2,5,5,1,2,2,2,2,3,1,3,3,100,[],{},The data row is consistent and adheres to all plausibility rules.
weiblich,keine Angabe,Baden-Württemberg,Angestellte / Angestellter,mehrmals im Monat,2,3,2,1,2,2,2,4,1,3,5,1,4,3,4,4,3,2,2,5,2,4,3,1,5,5,3,2,2,3,4,3,5,1,2,1,2,1,4,1,2,5,1,2,3,4,2,1,3,5,1,2,1,2,3,100,[],{},The data row meets all plausibility rules without any violations.
weiblich,keine Angabe,Baden-Württemberg,Studentin / Student,mehrmals im Monat,2,3,1,1,2,1,2,3,1,5,1,3,1,4,2,4,2,2,3,5,4,3,3,2,4,4,3,3,2,3,4,4,3,1,1,4,5,4,1,3,2,4,1,4,2,3,5,1,5,1,2,3,2,4,3,100,[],{},The data row meets all plausibility rules without any violations.
maennlich,2006,Baden-Württemberg,Studentin / Student,täglich,2,3,2,2,1,2,3,5,2,3,3,3,2,1,2,4,1,4,3,5,4,3,2,4,3,4,2,3,2,3,5,2,3,2,2,1,2,3,2,3,5,3,1,2,3,2,2,5,2,5,1,4,2,1,1,90,"[""rule_001"", ""rule_003""]","{""rule_001"": ""The age is 2006, which indicates the individual is under the typical school age, but the occupation is 'Studentin / Student', which is inconsistent."", ""rule_003"": ""The occupation is 'Studentin / Student', but the gender is 'maennlich', which is inconsistent with the expected gender for this occupation.""}","The data row has inconsistencies regarding age and occupation, as well as gender and occupation."
maennlich,2004,Nordrhein-Westfalen,Schülerin / Schüler,einmal pro Monat,3,3,1,1,3,3,2,4,3,5,3,3,4,2,3,2,3,1,2,4,3,4,2,1,5,2,3,3,2,3,1,2,1,2,1,3,5,3,5,3,2,5,1,1,5,5,2,3,3,1,3,2,2,3,5,90,"[""rule_001""]","{""rule_001"": ""The occupation 'Sch\u00fclerin / Sch\u00fcler' is inconsistent with the age 2004, as this indicates the individual is 19 years old, which is typically older than the expected age for this occupation.""}","The data quality is mostly good, but there is a violation regarding age and occupation consistency."
maennlich,2002,Baden-Württemberg,keine Angabe,täglich,2,3,1,2,3,3,2,2,5,5,2,2,1,4,3,5,3,4,1,5,2,3,3,2,5,2,2,3,2,5,2,4,3,1,2,1,2,1,5,4,5,5,3,2,2,5,2,3,3,5,3,1,4,3,3,100,[],{},The data row meets all plausibility rules without any violations.
weiblich,keine Angabe,Bayern,Studentin / Student,mehrmals pro Woche,3,3,2,1,2,2,2,2,5,4,2,3,2,5,3,5,3,1,4,5,4,3,1,5,3,5,4,2,3,3,4,2,3,1,1,3,2,1,5,3,2,2,1,3,1,5,2,3,3,4,1,3,3,2,3,90,"[""rule_003"", ""rule_006""]","{""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'weiblich' because it should not be 'unbekannt'."", ""rule_006"": ""The involvement in the role (5) is greater than the importance of the role (2), which is inconsistent.""}","The data row has minor inconsistencies regarding gender and occupation, as well as involvement and importance."
weiblich,2004,Baden-Württemberg,Studentin / Student,einmal pro Monat,2,3,1,1,3,2,2,1,2,2,5,2,2,2,3,5,3,4,1,4,3,3,4,2,5,3,4,4,2,1,4,5,3,1,1,1,2,1,4,3,1,5,2,2,4,4,2,4,3,4,2,3,2,2,2,90,"[""rule_003"", ""rule_008""]","{""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'weiblich' as it should not be 'unbekannt'."", ""rule_008"": ""There is a high preference for alcohol-free beer (5) and a high preference for alcoholic beer (4), which is inconsistent.""}","The data row has minor inconsistencies regarding gender and occupation, as well as preferences for alcoholic and alcohol-free beers."
unbekannt,2000,Baden-Württemberg,Studentin / Student,mehrmals im Monat,1,3,1,1,3,2,1,5,1,3,3,2,1,3,1,4,3,2,3,4,4,3,5,2,5,4,3,4,1,3,4,2,3,1,1,2,1,3,4,1,1,5,3,2,3,5,3,3,3,2,2,2,4,2,4,80,"[""rule_003""]","{""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'unbekannt'.""}",The data row has one violation related to gender and occupation consistency.
unbekannt,1999,Baden-Württemberg,Studentin / Student,seltener als einmal pro Monat,2,3,2,1,3,3,3,1,3,3,1,1,3,4,3,4,2,2,2,4,2,5,2,2,5,2,1,5,3,3,3,2,5,1,1,1,2,4,3,4,1,5,2,3,4,4,2,3,3,2,2,2,2,2,5,80,"[""rule_003""]","{""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'unbekannt'.""}",The data row has one violation related to gender and occupation consistency.
weiblich,2000,Baden-Württemberg,Schülerin / Schüler,einmal pro Monat,2,3,1,1,3,3,3,5,1,5,3,2,1,4,3,4,1,4,4,4,4,4,3,1,5,4,4,3,2,3,4,3,3,4,1,1,1,1,1,3,5,5,1,2,2,3,1,3,3,3,2,3,2,4,3,100,[],{},The data row meets all plausibility rules without any violations.
weiblich,2000,Baden-Württemberg,Angestellte / Angestellter,seltener als einmal pro Monat,3,3,1,1,3,3,2,2,1,4,1,2,1,2,1,4,2,4,2,4,5,3,1,3,3,2,2,2,2,4,3,3,3,2,1,1,4,3,3,3,5,5,1,4,2,5,2,4,2,3,1,2,4,3,5,100,[],{},The data row meets all plausibility rules with no violations.
weiblich,2000,keine Angabe,Angestellte / Angestellter,mehrmals im Monat,3,3,2,2,2,3,2,1,1,3,2,5,1,4,2,3,1,4,1,4,2,4,5,2,4,2,2,3,2,2,2,4,3,1,3,4,1,2,3,2,3,4,1,2,3,5,2,5,4,3,3,4,2,2,2,100,[],{},The data row meets all plausibility rules without any violations.
maennlich,keine Angabe,Bayern,Studentin / Student,mehrmals im Monat,3,3,2,2,3,3,2,4,2,3,1,1,3,5,3,4,2,1,1,5,4,4,4,4,5,4,3,2,3,4,5,1,4,1,2,1,1,4,3,3,1,3,2,2,1,1,2,5,4,5,2,2,2,1,4,100,[],{},The data row meets all plausibility rules without any violations.
unbekannt,2001,Baden-Württemberg,Studentin / Student,mehrmals im Monat,2,3,1,3,1,2,2,2,3,3,3,1,1,3,4,3,4,3,3,4,5,5,2,2,1,2,4,3,2,3,4,1,3,4,3,1,1,3,4,3,2,5,1,3,3,5,2,1,1,5,2,3,1,2,3,80,"[""rule_003""]","{""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'unbekannt'.""}",The data row has one violation related to gender and occupation consistency.
weiblich,1999,Baden-Württemberg,Angestellte / Angestellter,mehrmals pro Woche,2,3,1,3,3,3,1,3,2,4,4,3,1,4,3,2,2,5,2,5,4,3,2,2,2,3,2,4,4,3,5,1,1,1,3,1,1,3,5,5,5,3,1,1,3,4,2,3,1,3,2,1,4,2,2,100,[],{},The data row meets all plausibility rules without any violations.
maennlich,2005,keine Angabe,Angestellte / Angestellter,mehrmals im Monat,3,3,3,1,1,2,1,5,3,4,2,3,1,4,3,2,2,1,1,5,3,4,4,4,1,4,2,5,2,4,4,4,3,1,2,1,4,3,5,3,1,5,1,2,3,3,5,5,3,2,4,1,3,1,3,100,[],{},The data row meets all plausibility rules with no violations.
weiblich,2008,Baden-Württemberg,keine Angabe,mehrmals im Monat,2,3,1,1,3,3,3,4,2,4,2,1,1,4,2,4,2,1,3,5,4,1,1,2,4,4,1,5,2,4,4,2,4,1,1,2,4,5,4,1,1,5,3,1,1,5,2,4,1,3,1,2,2,2,3,90,"[""rule_001"", ""rule_005"", ""rule_010""]","{""rule_001"": ""The age is 2008, which indicates the individual is under typical school age, but the occupation is 'keine Angabe', which does not directly violate the rule. However, if we consider typical school age to be up to 18, this could be flagged as inconsistent."", ""rule_005"": ""The bundesland is 'Baden-W\u00fcrttemberg', which is in Germany, but the occupation is 'keine Angabe', which does not violate the rule. However, if it were 'nicht in Deutschland', it would have been a violation."", ""rule_010"": ""The influence of taste (5) is rated higher than the influence of price (1) and packaging design (4), which is inconsistent with the rule that taste should be rated higher than other influences.""}","The data quality is mostly acceptable, with a few inconsistencies noted."
weiblich,2002,Baden-Württemberg,Angestellte / Angestellter,mehrmals im Monat,2,3,2,2,3,3,3,1,4,4,2,4,2,3,5,1,1,1,4,5,5,3,4,2,2,2,4,4,1,2,4,4,1,2,1,2,2,2,5,2,1,5,1,2,2,2,1,4,4,4,2,2,3,2,3,100,[],{},The data row meets all plausibility rules with no violations.
weiblich,2005,Nordrhein-Westfalen,Schülerin / Schüler,mehrmals pro Woche,3,3,2,2,3,3,1,2,2,3,2,2,1,5,4,2,3,4,1,4,3,4,3,3,3,2,1,4,3,3,5,1,2,3,1,2,2,5,1,1,3,5,2,2,1,4,2,3,3,3,2,1,4,2,3,90,"[""rule_001"", ""rule_007"", ""rule_010""]","{""rule_001"": ""The age is 2005, which indicates the person is currently 18 years old. This is consistent with being a 'Sch\u00fclerin / Sch\u00fcler'. No violation here."", ""rule_007"": ""The importance of health is rated 5, but the importance of alcohol avoidance is rated only 1, indicating a violation of the correlation expected."", ""rule_010"": ""The influence of taste is rated 4, which is not consistently rated higher than the influence of price (4) and packaging design (2), indicating a violation.""}","The data quality is generally good, but there are some inconsistencies regarding health importance and taste influence."
weiblich,2005,Baden-Württemberg,Studentin / Student,mehrmals im Monat,3,3,1,3,2,2,2,5,1,1,1,5,2,5,4,5,3,1,2,4,4,4,5,2,5,3,3,2,4,5,4,4,3,1,2,1,1,1,3,4,1,5,3,2,3,4,2,3,4,3,1,3,2,1,2,90,"[""rule_003""]","{""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'weiblich' as it should not be 'unbekannt'.""}",The data row has one violation related to gender and occupation consistency.
weiblich,2004,Bayern,Beamtin / Beamter,mehrmals im Monat,1,3,2,1,3,2,2,3,3,5,1,3,1,3,1,2,3,2,1,5,4,3,3,2,3,2,3,3,3,3,2,2,3,2,1,3,2,2,1,3,3,4,1,2,3,5,1,4,3,5,2,1,2,2,3,100,[],{},The data row meets all plausibility rules with no violations.
maennlich,keine Angabe,Baden-Württemberg,Studentin / Student,seltener als einmal pro Monat,2,3,2,2,3,3,3,1,2,3,2,3,5,3,3,4,2,1,1,5,3,5,3,1,3,5,3,4,3,3,4,1,5,1,3,1,1,2,4,3,2,5,1,1,1,5,2,3,4,2,1,3,2,2,4,100,[],{},The data row meets all plausibility rules without any violations.
weiblich,2001,Nordrhein-Westfalen,Studentin / Student,einmal pro Monat,2,3,1,2,3,2,2,3,2,4,4,3,1,4,4,5,2,4,4,5,4,4,3,5,3,2,3,4,3,2,2,2,4,1,1,1,1,4,1,1,1,2,1,4,5,5,2,3,3,2,2,2,2,1,3,90,"[""rule_003"", ""rule_008""]","{""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'weiblich' because it should not have a gender of 'unbekannt'."", ""rule_008"": ""There is a high preference for alcoholic beer (5) which coincides with a low preference for alcohol-free beer (2), violating the rule.""}","The data row has some inconsistencies regarding gender and occupation, as well as preferences for alcoholic and alcohol-free beers."
maennlich,2003,Baden-Württemberg,Studentin / Student,seltener als einmal pro Monat,2,3,1,2,2,3,3,4,3,4,2,1,3,3,1,2,2,4,4,4,4,2,2,2,3,2,2,4,3,3,3,2,3,1,2,1,2,3,1,4,1,3,1,1,1,3,2,3,5,5,1,1,2,2,3,90,"[""rule_003""]","{""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'maennlich', as it should not have a gender of 'unbekannt'.""}",The data row has one violation related to gender and occupation consistency.
weiblich,2001,Baden-Württemberg,Studentin / Student,einmal pro Monat,2,3,2,2,3,3,3,1,3,2,3,1,3,4,3,1,2,1,1,5,4,2,3,2,5,4,4,3,3,2,3,2,1,1,3,1,3,1,3,1,2,5,1,3,1,4,2,2,4,4,2,2,2,2,3,90,"[""rule_003"", ""rule_008""]","{""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'weiblich' as it should not be 'unbekannt'."", ""rule_008"": ""There is a high preference for alcoholic beer (4) while also having a preference for alcohol-free beer (2), which is inconsistent.""}","The data row has minor inconsistencies regarding gender and occupation, as well as preferences for alcoholic and alcohol-free beers."
unbekannt,2000,Baden-Württemberg,Schülerin / Schüler,seltener als einmal pro Monat,3,3,2,2,3,3,3,5,5,5,1,1,2,4,4,4,1,1,4,5,2,2,4,2,5,3,4,5,1,3,2,1,5,1,1,1,1,5,2,3,1,3,1,2,3,5,2,3,1,5,4,3,3,2,3,80,"[""rule_001"", ""rule_003"", ""rule_006""]","{""rule_001"": ""The occupation 'Sch\u00fclerin / Sch\u00fcler' is inconsistent with the age 2000, as this individual should not be older than typical school age."", ""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'unbekannt'."", ""rule_006"": ""The involvement in the role (5) is greater than the importance of the role (1), which is inconsistent.""}","The data row contains multiple inconsistencies regarding age, gender, and involvement."
maennlich,2006,Baden-Württemberg,Studentin / Student,mehrmals im Monat,2,1,2,3,3,2,2,2,2,4,4,2,2,3,3,5,2,3,2,5,3,3,1,3,5,4,4,3,3,3,3,4,1,1,1,4,1,4,5,2,1,5,2,1,3,1,2,2,5,1,2,2,3,3,3,90,"[""rule_001"", ""rule_003""]","{""rule_001"": ""The age is 2006, which indicates the individual is under the typical school age, but the occupation is 'Studentin / Student', which is inconsistent."", ""rule_003"": ""The occupation is 'Studentin / Student', but the gender is 'maennlich', which is inconsistent with the expected gender for this occupation.""}","The data row contains inconsistencies regarding age and occupation, as well as gender and occupation."
maennlich,2000,keine Angabe,Angestellte / Angestellter,einmal pro Monat,3,3,2,1,1,2,2,5,2,4,1,2,3,5,3,4,5,2,1,5,5,4,4,3,5,2,2,4,3,3,1,1,1,4,1,2,1,3,3,4,2,1,4,3,3,2,3,2,4,5,5,1,1,1,4,100,[],{},The data row adheres to all defined plausibility rules.
maennlich,2000,Baden-Württemberg,Angestellte / Angestellter,mehrmals im Monat,3,3,1,1,3,2,2,4,1,3,5,3,4,4,4,5,4,1,2,4,4,5,4,3,5,2,2,3,2,3,2,1,1,3,1,2,1,5,3,2,1,5,1,3,2,4,2,1,4,4,2,2,3,1,3,100,[],{},The data row meets all plausibility rules without any violations.
maennlich,2005,Baden-Württemberg,Studentin / Student,seltener als einmal pro Monat,2,3,2,3,3,3,3,4,2,2,2,2,1,3,5,4,4,1,2,5,2,5,1,3,4,2,2,4,3,3,4,1,4,5,1,4,1,1,4,3,1,5,1,3,1,3,2,2,1,3,1,2,3,2,2,90,"[""rule_003""]","{""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'maennlich', as it should correspond to 'Student'.""}",The data row has one violation related to gender and occupation consistency.
unbekannt,2002,Baden-Württemberg,Schülerin / Schüler,mehrmals im Monat,2,2,2,1,3,2,3,5,3,4,1,3,5,4,3,4,3,4,1,5,2,4,1,2,2,2,3,1,1,2,3,3,4,3,1,1,1,3,3,3,4,4,1,2,2,5,2,2,2,2,3,2,2,1,1,80,"[""rule_001"", ""rule_003"", ""rule_006"", ""rule_007"", ""rule_008""]","{""rule_001"": ""The age is 2002, which indicates the individual is 21 years old, but the occupation 'Sch\u00fclerin / Sch\u00fcler' suggests they should be younger."", ""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'unbekannt'."", ""rule_006"": ""The involvement in the role (3) is greater than the importance of the role (1), which is inconsistent."", ""rule_007"": ""The importance on health (4) is high, but the importance on alcohol avoidance (1) is low, indicating a violation."", ""rule_008"": ""The preference for alcoholic beer (5) is high while the preference for alcohol-free beer (3) is also high, which is inconsistent.""}","The data quality is compromised due to multiple inconsistencies in age, occupation, gender, involvement, health importance, and beverage preferences."
weiblich,2000,Baden-Württemberg,Angestellte / Angestellter,seltener als einmal pro Monat,3,3,3,1,3,2,1,2,3,3,2,3,4,4,1,4,3,4,1,3,5,4,1,2,3,1,4,2,2,3,3,1,3,1,1,3,1,1,5,3,1,5,1,2,3,5,1,2,1,3,2,1,3,2,2,100,[],{},The data row meets all plausibility rules with no violations.
maennlich,2003,Baden-Württemberg,keine Angabe,mehrmals im Monat,3,3,2,1,2,2,2,1,1,3,1,3,2,4,2,3,4,1,5,4,5,3,3,2,2,3,2,5,2,3,5,3,3,2,1,2,1,4,4,1,1,5,1,1,2,4,2,3,3,5,1,1,2,2,4,100,[],{},The data row meets all plausibility rules.
weiblich,2000,Baden-Württemberg,keine Angabe,mehrmals im Monat,3,3,1,1,1,3,2,5,2,4,2,5,1,4,3,5,4,4,1,5,4,4,2,3,3,3,3,5,4,4,5,2,5,2,3,3,1,4,1,3,3,3,4,1,4,3,5,1,3,3,1,2,1,2,3,100,[],{},The data row meets all plausibility rules without any violations.
maennlich,2002,Baden-Württemberg,ohne Beschäftigung,mehrmals im Monat,3,3,1,1,3,2,1,5,2,4,2,5,4,2,1,5,1,4,1,5,3,4,1,3,3,3,3,5,2,3,3,4,4,1,1,1,1,3,5,4,2,5,2,3,3,4,3,3,4,2,3,2,3,2,4,100,[],{},The data row meets all plausibility rules without any violations.
weiblich,2004,Baden-Württemberg,Schülerin / Schüler,mehrmals im Monat,2,3,1,1,3,3,2,4,1,4,1,5,1,4,1,5,4,1,2,5,4,3,2,2,3,1,2,2,3,3,3,2,3,3,1,1,1,1,2,3,2,5,1,1,3,4,1,1,3,3,2,2,3,2,3,90,"[""rule_001""]","{""rule_001"": ""The age is 2004, which indicates the person is 19 years old. However, the occupation 'Sch\u00fclerin / Sch\u00fcler' suggests they should be of typical school age, which is generally considered to be under 18.""}","The data quality is mostly good, but there is a violation regarding age and occupation consistency."
weiblich,1995,Baden-Württemberg,Studentin / Student,mehrmals im Monat,2,3,1,1,3,3,2,3,2,4,2,5,2,1,4,4,4,3,1,4,4,3,2,2,3,3,3,3,2,4,3,2,3,1,2,2,1,3,2,3,4,3,1,2,2,4,1,2,5,3,3,3,2,1,4,100,[],{},The data row meets all plausibility rules without any violations.
weiblich,2002,Baden-Württemberg,Studentin / Student,einmal pro Monat,2,3,2,3,3,3,2,5,2,5,2,2,1,4,1,1,3,1,1,4,2,4,5,2,2,5,3,4,1,3,4,1,5,1,1,1,1,2,4,3,1,5,1,3,2,3,1,2,1,1,3,2,2,3,3,90,"[""rule_003""]","{""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'weiblich' as it should not have a gender of 'unbekannt'.""}","The data quality is mostly good, with one violation related to gender and occupation consistency."
weiblich,1999,Bayern,Studentin / Student,mehrmals im Monat,2,3,2,2,2,3,2,1,1,1,3,2,4,4,3,3,3,1,2,4,2,4,2,2,3,1,4,4,3,3,4,2,2,3,1,1,1,4,4,4,2,4,1,2,2,4,5,4,2,1,3,2,1,2,3,90,"[""rule_003""]","{""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'weiblich' as it should not be 'unbekannt'.""}",The data row has one violation related to gender and occupation consistency.
weiblich,1996,Bayern,keine Angabe,mehrmals im Monat,2,3,1,2,3,2,1,2,2,4,1,4,3,3,3,4,5,5,1,4,4,4,3,3,4,4,2,1,2,4,4,2,3,3,5,1,1,4,4,4,1,5,1,2,2,4,1,3,4,4,2,2,1,2,2,100,[],{},The data row meets all plausibility rules with no violations.
weiblich,2000,Baden-Württemberg,Studentin / Student,seltener als einmal pro Monat,2,2,1,2,3,3,3,5,3,3,5,1,1,2,3,2,1,1,2,5,4,4,4,2,4,3,1,3,2,3,2,3,2,1,1,1,2,1,3,4,3,5,1,3,3,1,1,2,3,4,3,2,2,1,3,90,"[""rule_003"", ""rule_006""]","{""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'weiblich' as it should not have a gender of 'unbekannt'."", ""rule_006"": ""The involvement in the role (3) is less than the importance of the role (5), which is inconsistent.""}","The data row has minor inconsistencies regarding gender and occupation, as well as involvement and importance."
maennlich,keine Angabe,Baden-Württemberg,in Ausbildung/im Freiwilligendienst,mehrmals im Monat,2,3,1,3,3,3,1,3,4,4,4,2,2,4,2,4,3,2,2,3,3,4,2,3,2,4,1,4,2,3,4,1,5,4,5,5,1,1,3,3,1,4,2,2,2,5,1,5,5,3,1,2,4,2,5,100,[],{},The data row adheres to all the specified plausibility rules.
weiblich,2000,Baden-Württemberg,keine Angabe,mehrmals im Monat,2,3,1,2,2,3,1,4,2,1,2,1,5,3,1,3,4,3,1,5,4,4,3,3,2,3,3,3,5,1,2,4,3,1,3,1,1,2,3,3,2,1,3,5,2,2,1,2,2,4,2,2,2,2,4,100,[],{},The data row meets all plausibility rules without any violations.
maennlich,1998,Baden-Württemberg,keine Angabe,täglich,3,3,3,1,3,2,2,4,4,3,2,2,1,4,3,4,4,2,3,4,2,1,3,2,3,2,3,2,5,3,1,1,2,4,1,2,3,2,1,2,5,3,1,2,5,3,1,1,4,4,1,1,1,3,3,100,[],{},The data row adheres to all plausibility rules.
weiblich,2000,Baden-Württemberg,Angestellte / Angestellter,mehrmals im Monat,2,3,2,2,1,2,2,3,3,2,3,2,2,3,2,4,2,4,3,5,4,3,5,3,3,3,3,4,2,2,4,4,5,2,1,2,3,1,5,4,2,5,2,3,4,5,2,3,5,3,2,3,3,2,3,100,[],{},The data row meets all plausibility rules without any violations.
weiblich,2004,Baden-Württemberg,Studentin / Student,einmal pro Monat,2,3,2,2,3,3,2,3,1,5,2,3,4,3,5,3,2,2,4,4,3,2,2,2,3,4,3,4,3,3,4,2,3,3,1,1,1,4,4,1,3,4,1,3,2,4,2,3,3,3,2,2,2,2,1,90,"[""rule_003""]","{""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'weiblich' as it should not be 'unbekannt'.""}",The data row has one violation related to gender and occupation consistency.
weiblich,2006,Baden-Württemberg,Schülerin / Schüler,mehrmals im Monat,1,3,2,2,1,2,2,2,3,5,2,3,5,5,2,4,4,1,3,5,4,4,2,2,3,2,3,5,4,3,3,2,3,1,4,1,2,1,2,5,1,5,3,2,3,5,3,2,4,5,2,3,1,2,4,90,"[""rule_001""]","{""rule_001"": ""The age is 2006, which indicates the individual is currently 17 years old. However, the occupation 'Sch\u00fclerin / Sch\u00fcler' is typically associated with school age, and thus this is consistent.""}",The data quality is mostly acceptable with one violation regarding age and occupation consistency.
weiblich,2004,Baden-Württemberg,Angestellte / Angestellter,mehrmals im Monat,2,3,2,2,3,3,2,5,1,3,2,1,3,4,4,5,3,4,3,4,3,4,2,2,5,2,2,3,2,2,3,5,3,1,3,1,1,3,3,3,1,4,1,2,4,5,1,1,3,3,3,3,2,2,3,100,[],{},The data row meets all plausibility rules without any violations.
weiblich,1997,Baden-Württemberg,Studentin / Student,mehrmals im Monat,3,3,2,3,3,3,2,2,1,3,2,1,1,5,4,4,5,1,4,4,3,4,2,3,2,4,2,3,3,3,3,2,3,3,3,1,2,5,4,3,1,5,2,5,1,2,3,4,1,1,1,1,3,1,3,100,[],{},The data row meets all plausibility rules without any violations.
maennlich,2002,Baden-Württemberg,Angestellte / Angestellter,mehrmals im Monat,2,3,1,1,3,2,2,2,5,4,3,2,5,4,1,4,1,5,1,4,4,5,2,5,3,2,4,4,3,2,4,2,5,1,1,1,2,4,3,4,1,5,3,3,5,4,1,4,1,4,2,4,5,3,4,100,[],{},The data row meets all plausibility rules without any violations.
maennlich,2004,Baden-Württemberg,Selbständige / Selbstständiger,mehrmals im Monat,2,3,2,2,2,2,3,5,3,3,2,4,1,5,4,2,1,2,2,5,4,4,1,3,2,5,2,3,2,3,3,4,3,1,1,2,1,1,5,3,1,5,3,1,3,5,1,5,3,1,2,3,5,2,4,100,[],{},The data row meets all plausibility rules.
